make,model,year,mileage,city,color,trans,price
Kia,Cadenza,2017,122000,Jeddah,Black,Automatic,55000
Hyundai,Sonata,2016,113721,Riyadh,Silver,Automatic,55000
Toyota,Fortuner,2014,413523,Riyadh,White,Automatic,55000
Hyundai,Tucson,2016,144000,Riyadh,Silver,Automatic,55000
Toyota,Fortuner,2015,87669,Dammam,White,Automatic,55000
Honda,Accord,2014,284000,Jeddah,White,Automatic,55000
Lexus,Ls460,2007,171000,Jeddah,White,Automatic,55000
Nissan,Patrol,2017,58516,Al Bkiria,Silver,Automatic,55000
Lexus,Ls,2007,171032,Jeddah,White,Automatic,55000
Ford,Taurus,2015,178710,Al Qassim,Silver,Automatic,55000
Toyota,Innova,2014,155000,Dammam,White,Automatic,55000
Honda,Accord,2014,191043,Riyadh,Black,Automatic,55000
Dodge,Charger,2014,84907,Al Khobar,Black,Automatic,55000
Toyota,Land Cruiser,2016,343011,Al Riyadh,White,Automatic,55000
Honda,Accord,2014,147433,Dammam,White,Automatic,55000
Hyundai,Tucson,2016,144000,Riyadh,White,Automatic,55000
Chevrolet,Avalanche,2008,267036,Dammam,Black,Automatic,55000
Toyota,Rav4,2015,99838,Al Khobar,Grey,Automatic,55000
Honda,Accord,2015,140751,Jeddah,White,Automatic,55000
Jaguar,Xjl,2012,107000,Riyadh,White,Automatic,55000
Hyundai,Sonata,2017,78000,Riyadh,White,Automatic,55000
Nissan,Altima,2016,268621,Jeddah,Black,Manual,55000
Chevrolet,Impala,2016,78481,Jeddah,Black,Automatic,55000
Toyota,Aurion,2015,89703,Jeddah,Black,Automatic,55000
Hyundai,Accent,2017,48195,Al Riyadh,Silver,Manual,55000
Gmc,Yukon,2011,463637,Dammam,Black,Automatic,55000
Toyota,Echo,2016,15378,Al-Ahsa,Grey,Manual,55000
Ford,Crown Victoria,2010,108066,Dammam,Silver,Automatic,55000
Toyota,Hilux,2016,43735,Dammam,White,Manual,55000
Nissan,Quest,2012,163000,Riyadh,Gray,Automatic,55000
Geely,Emgrand Gs,2020,18429,Jeddah,Blue,Automatic,55000
Ford,Explorer,2013,36992,Dammam,Black,Automatic,55000
Ford,Explorer,2014,136000,Riyadh,Silver,Automatic,55000
Lexus,Es,2017,58229,Jeddah,Silver,Automatic,55000
Isuzu,D Max,2016,154951,Jeddah,White,Manual,55000
Ford,Expedition,2014,141000,Riyadh,Black,Automatic,55000
Mitsubishi,Pajero,2015,184000,Riyadh,Brown,Automatic,55000
Nissan,Altima,2017,79198,Riyadh,White,Automatic,55000
Toyota,Heise,2013,163000,Jeddah,White,Manual,55000
Toyota,Fortuner,2014,94262,Jeddah,White,Automatic,55000
Land Rover,Lr 4,2010,167000,Jeddah,Maroon,Automatic,55000
Kia,Cadenza,2016,125000,Jeddah,Black,Automatic,55000
Gmc,Acadia,2010,81156,Dammam,Black,Automatic,55000
Dodge,Charger,2014,321366,Jeddah,Grey,Automatic,55000
Toyota,Fortuner Gx,2013,237491,Jeddah,Grey,Automatic,55000
Honda,Accord,2013,90044,Riyadh,Silver,Automatic,55000
Hyundai,Sonata,2017,76236,Jeddah,White,Automatic,55000
Ford,Explorer,2013,35000,Dammam,Black,Automatic,55000
Chevrolet,Suburban,2011,226000,Jeddah,Silver,Automatic,55000
Hyundai,Elantra,2017,18000,Jeddah,White,Automatic,55000
Mazda,Cx9,2015,214000,Jeddah,White,Automatic,55000
Lexus,Ls,2006,168809,Jeddah,Black,Automatic,55000
Jeep,Cherokee,2011,94000,Riyadh,Black,Automatic,55000
Ford,Expedition,2013,146977,Dammam,Black,Automatic,55000
Toyota,Hilux,2013,148742,Riyadh,White,Manual,55000
Honda,Accord,2013,96000,Riyadh,Blue Sky,Automatic,55000
Hyundai,Sonata,2016,100000,Riyadh,Silver,Automatic,55000
Dodge,Challenger,2013,93881,Jeddah,White,Automatic,55000
Nissan,Xterra,2013,137147,Dammam,White,Automatic,55000
Nissan,Sunny,2016,271000,Jeddah,Silver,Manual,55000
Hyundai,Sonata,2017,150000,Jeddah,White,Automatic,55000
Hyundai,Tucson,2016,148393,Riyadh,Silver,Automatic,55000
Lexus,Es350,2011,320000,Jeddah,Silver,Automatic,55000
Chevrolet,Optra,2016,14014,Jeddah,Green,Manual,55000
Hyundai,Sonata,2017,70000,Jeddah,White,Automatic,55000
Ford,Taurus,2015,65680,Dammam,White,Automatic,55000
Toyota,Hilux,2013,147000,Riyadh,White,Manual,55000
Toyota,Innova,2016,284797,Al Riyadh,White,Automatic,55000
Ford,Taurus,2015,160000,Jeddah,Silver,Automatic,55000
Ford,Ranger,2017,90000,Sharqiya,Silver,Manual,55000
Dodge,Challenger,2011,142197,Jeddah,Black,Automatic,55000
Chevrolet,Tahoe,2013,169000,Jeddah,Black,Automatic,55000
Ford,Explorer,2016,268400,Jeddah,Red,Automatic,55000
Kia,Cadenza,2016,123058,Jeddah,Black,Automatic,55000
Jeep,Cherokee,2011,113000,Riyadh,Black,Automatic,55000
Volkswagen,Passat,2016,36000,Sharqiya,Blue,Automatic,55000
Gmc,Yukon,2011,161830,Jeddah,White,Automatic,55000
Isuzu,D Max,2015,116931,Jeddah,White,Manual,55000
Isuzu,D Max,2015,100000,Jeddah,White,Manual,55000
Ford,Flex,2010,83830,Riyadh,Black,Automatic,55000
Chevrolet,Travers,2014,97000,Jeddah,Golden,Automatic,55000
Ford,Taurus,2015,69588,Dammam,Silver,Automatic,55000
Honda,Accord,2014,125763,Riyadh,White,Automatic,55000
Toyota,Hiace Bus,2014,59563,Dammam,White,Manual,55000
Toyota,Hiace Bus,2013,163106,Jeddah,White,Manual,55000
Lexus,Ls,2010,463009,Dammam,Black,Automatic,55000
Toyota,Camry,2015,39847,Dammam,Silver,Automatic,55000
Gmc,Acadia,2010,80000,Dammam,Black,Automatic,55000
Toyota,Previa,2014,102628,Al Baha,White,Automatic,55000
Ford,Taurus,2014,77000,Riyadh,Black,Automatic,55000
Toyota,Camry,2014,40000,Dammam,White,Automatic,55000
Hyundai,Santafe,2014,122667,Dammam,White,Automatic,55000
Hyundai,Tucson,2016,122000,Jeddah,Golden,Automatic,55000
Toyota,Fortuner,2015,173715,Dammam,White,Automatic,55000
Honda,Accord,2015,140000,Jeddah,White,Automatic,55000
Lexus,Es350,2010,116000,Jeddah,Golden,Automatic,55000
Chevrolet,Impala,2014,318617,Dammam,White,Automatic,55000
Nissan,Armada,2012,148000,Riyadh,White,Automatic,55000
Chevrolet,Impala,2015,82322,Jeddah,Blue,Automatic,55000
Chevrolet,Tahoe,2013,168919,Jeddah,Black,Automatic,55000
Hyundai,H1,2016,160000,Jeddah,White,Automatic,55000
Mazda,6,2016,30000,Riyadh,Red,Automatic,55000
Nissan,Altima,2017,65561,Abha,Green,Manual,55000
Nissan,Altima,2014,100000,Jeddah,Red,Automatic,55000
Lexus,Es,2010,108181,Jeddah,Gold,Automatic,55000
Hyundai,Sonata,2016,95000,Jeddah,Brown,Automatic,55000
Ford,Taurus,2013,100000,Riyadh,Black,Automatic,55000
Mazda,Cx3,2018,40000,Jeddah,Gray,Automatic,55000
Toyota,Hilux,2011,149003,Jeddah,White,Manual,55000
Mazda,Cx9,2015,184000,Riyadh,Dark Blue,Automatic,55000
Isuzu,D Max,2016,216580,Jeddah,White,Manual,55000
Ford,Flex,2009,150000,Dammam,Black,Automatic,54900
Ford,Taurus,2015,113515,Jeddah,Grey,Automatic,54900
Ford,Flex,2009,156938,Dammam,Black,Automatic,54900
Ford,Taurus,2015,108000,Jeddah,Gray,Automatic,54900
Ford,Taurus,2014,130000,Riyadh,Black,Automatic,54700
Ford,Taurus,2014,133002,Riyadh,Black,Automatic,54700
Ford,Flex,2013,91234,Jeddah,Silver,Automatic,54500
Chevrolet,Lumina,2016,260491,Jeddah,Blue,Automatic,54454
Toyota,Corolla,2018,61251,Jeddah,Gold,Automatic,54000
Toyota,Aurion,2015,120397,Jeddah,Red,Automatic,54000
Toyota,Corolla,2018,68000,Jeddah,Golden,Automatic,54000
Kia,Sportage,2017,129000,Jeddah,White,Automatic,54000
Jeep,Wrangler,2016,253557,Jeddah,Blue,Automatic,54000
Ford,F 150,2014,170000,Jeddah,White,Automatic,54000
Chrysler,300,2014,68000,Jeddah,Silver,Automatic,54000
Toyota,Hilux,2013,79268,Dammam,White,Manual,54000
Chevrolet,Impala,2016,70000,Dammam,Black,Automatic,54000
Lexus,Gs,2010,149162,Jeddah,White,Automatic,54000
Toyota,Sequoia,2010,32633,Dammam,Grey,Automatic,54000
Kia,Optima,2017,28236,Dammam,White,Automatic,54000
Mazda,6,2016,85000,Jeddah,White,Automatic,54000
Kia,Sportage,2015,70000,Jeddah,Red,Automatic,54000
Hyundai,Tucson,2016,84000,Jeddah,Brown,Automatic,54000
Kia,Mohave,2013,118336,Riyadh,Black,Automatic,54000
Toyota,Hiace Bus,2015,51713,Dammam,White,Manual,54000
Chrysler,300,2014,60556,Jeddah,Silver,Automatic,54000
Hyundai,Sonata,2017,97000,Jeddah,Gray,Automatic,54000
Hyundai,Sonata,2017,97241,Jeddah,Grey,Automatic,54000
Mazda,6,2016,86466,Jeddah,White,Automatic,54000
Suzuki,Vitara,2016,1753,Dammam,White,Manual,54000
Ford,Taurus,2015,111000,Jeddah,Gray,Automatic,54000
Hyundai,Elantra,2019,46000,Riyadh,White,Automatic,54000
Ford,Edge,2013,108274,Dammam,White,Automatic,54000
Chevrolet,Impala,2016,75566,Dammam,Black,Automatic,54000
Toyota,Avalon,2011,73751,Jeddah,Grey,Automatic,54000
Hyundai,Sonata,2016,91000,Riyadh,Blue,Automatic,54000
Nissan,Sentra,2020,6000,Jeddah,Brown,Automatic,54000
Ford,F 150,2014,170964,Jeddah,White,Automatic,54000
Honda,Accord,2013,35000,Dammam,Black,Automatic,54000
Hyundai,Sonata,2017,136904,Jeddah,White,Automatic,54000
Hyundai,Elantra,2017,66516,Jeddah,Beige,Automatic,54000
Kia,Sportage,2015,70000,Jeddah,Red,Automatic,54000
Honda,Accord,2013,31092,Dammam,Black,Automatic,54000
Hyundai,Accent,2015,82000,Riyadh,Dark Blue,Automatic,54000
Kia,Sportage,2015,77916,Jeddah,Red,Automatic,54000
Mitsubishi,Lancer,2016,256669,Al Riyadh,Beige,Manual,54000
Toyota,Hilux,2014,22262,Jeddah,White,Manual,54000
Chevrolet,Caprice,2013,48308,Dammam,Black,Automatic,54000
Hyundai,Sonata,2017,130000,Jeddah,White,Automatic,54000
Hyundai,Sonata,2017,42586,Dammam,Grey,Automatic,54000
Mitsubishi,Pajero,2016,205000,Jeddah,Black,Automatic,54000
Ford,Taurus,2014,138000,Jeddah,Gray,Automatic,53900
Toyota,Corolla,2017,94500,Jeddah,Golden,Automatic,53865
Toyota,Corolla,2017,91336,Makkah,Gold,Automatic,53865
Toyota,Camry,2017,98628,Dammam,White,Automatic,53550
Toyota,Camry,2017,93841,Dammam,White,Automatic,53550
Toyota,Camry,2017,71889,Dammam,Grey,Automatic,53550
Toyota,Camry,2017,74901,Dammam,Gray,Automatic,53550
Ford,Expedition,2012,169000,Riyadh,Silver,Automatic,53500
Nissan,Kicks,2017,74716,Riyadh,Brown,Automatic,53500
Kia,Carnival,2016,252458,Dammam,Silver,Automatic,53500
Ford,Expedition,2012,161234,Riyadh,Silver,Automatic,53500
Hyundai,Sonata,2017,80000,Riyadh,Silver,Automatic,53500
Ford,Taurus,2015,90000,Dammam,Snow White,Automatic,53000
Toyota,Hilux,2014,86106,Jeddah,White,Manual,53000
Ford,Taurus,2014,163000,Dammam,Gray,Automatic,53000
Jeep,Wrangler,2010,124455,Riyadh,Silver,Manual,53000
Hyundai,Elantra,2019,35592,Riyadh,White,Automatic,53000
Ford,Taurus,2015,97517,Dammam,White,Automatic,53000
Hyundai,Sonata,2018,113000,Riyadh,Dark Gray,Automatic,53000
Toyota,Camry,2015,30374,Jeddah,Silver,Automatic,53000
Ford,Taurus,2014,169518,Dammam,Grey,Automatic,53000
Ford,Expedition,2013,159157,Jeddah,Grey,Automatic,53000
Mazda,Cx5,2014,110535,Riyadh,Dark Gray,Automatic,53000
Mercury,Grand Marquis,2016,228695,Yanbu,Grey,Automatic,53000
Lexus,Ls,2008,240725,Jeddah,Green,Automatic,53000
Toyota,Yaris,2020,100,Jeddah,White,Automatic,53000
Kia,Sportage,2017,120000,Jeddah,White,Automatic,53000
Hyundai,Accent,2020,8000,Jeddah,White,Automatic,53000
Volkswagen,Passat,2016,39000,Sharqiya,Grey,Automatic,53000
Mitsubishi,Pajero,2014,170000,Dammam,White,Automatic,53000
Toyota,Fortuner,2013,150929,Jeddah,Black,Automatic,53000
Ford,Expedition,2013,157000,Jeddah,Gray,Automatic,53000
Mazda,Cx9,2009,134094,Riyadh,Black,Automatic,53000
Cadillac,Srx,2013,132020,Jeddah,Blue,Automatic,53000
Honda,Cr-V,2016,238553,Jeddah,Silver,Automatic,53000
Toyota,Camry,2016,235000,Riyadh,Silver,Automatic,53000
Kia,Optima,2017,50000,Jeddah,Dark Blue,Automatic,53000
Kia,Sportage,2016,53000,Jeddah,Gray,Automatic,53000
Toyota,Corolla,2018,63425,Jeddah,White,Automatic,53000
Hyundai,Tucson,2016,105442,Riyadh,White,Automatic,53000
Toyota,Land Cruiser,2016,250302,Jazan,White,Automatic,53000
Hyundai,Santafe,2015,125834,Dammam,Grey,Automatic,53000
Kia,Sportage,2016,53683,Jeddah,Grey,Automatic,53000
Mazda,Cx5,2014,105000,Riyadh,White,Automatic,53000
Hyundai,Elantra,2019,30000,Riyadh,White,Automatic,53000
Hyundai,Santa Fe,2014,123000,Jeddah,Silver,Automatic,53000
Mazda,Cx3,2014,105890,Riyadh,Silver,Automatic,53000
Mazda,Cx3,2014,118816,Riyadh,Grey,Automatic,53000
Toyota,Innova,2013,62571,Dammam,White,Automatic,53000
Nissan,Pickup,2016,211639,Rafha,White,Manual,53000
Cadillac,Cts,2016,218034,Jeddah,White,Automatic,53000
Toyota,Land Cruiser 70,2014,66823,Dammam,Beige,Manual,53000
Chevrolet,Impala,2015,78050,Jeddah,Silver,Automatic,53000
Toyota,Fortuner,2013,93794,Dammam,White,Automatic,53000
Mazda,6,2016,130000,Jeddah,Gray,Automatic,53000
Toyota,Innova,2015,69288,Dammam,White,Automatic,53000
Fiat,500,2019,37500,Dammam,Maroon,Automatic,53000
Dodge,Charger,2013,160507,Jeddah,Red,Automatic,53000
Lexus,Es,2010,266818,Jeddah,Silver,Automatic,53000
Hyundai,Creta,2017,45000,Riyadh,White,Automatic,53000
Lexus,Ls,2006,168447,Riyadh,Black,Automatic,53000
Honda,Accord,2012,59882,Dammam,White,Automatic,53000
Mazda,6,2018,99000,Jeddah,Blue,Automatic,53000
Ford,Taurus,2014,53000,Jeddah,Silver,Automatic,53000
Hyundai,Santa Fe,2015,120000,Dammam,Gray,Automatic,53000
Ford,Taurus,2011,497132,Riyadh,Black,Automatic,53000
Hyundai,Tucson,2016,118000,Riyadh,White,Automatic,53000
Hyundai,Genesis,2013,144141,Riyadh,Black,Automatic,53000
Hyundai,Santafe,2014,126581,Jeddah,Silver,Automatic,53000
Toyota,Corolla,2018,60000,Jeddah,White,Automatic,53000
Lexus,Es350,2010,298000,Jeddah,Silver,Automatic,53000
Chevrolet,Caprice,2012,66329,Dammam,Green,Automatic,53000
Mazda,Cx3,2014,114057,Riyadh,White,Automatic,53000
Chrysler,300C,2014,145355,Dammam,Silver,Automatic,53000
Nissan,Datsun,2016,208004,Rafha,White,Manual,53000
Ford,Taurus,2015,129530,Jeddah,Brown,Automatic,53000
Toyota,Camry,2011,98787,Dammam,White,Automatic,53000
Nissan,Armada,2016,209202,Al Khobar,Silver,Automatic,53000
Mazda,Cx5,2014,100000,Riyadh,Silver,Automatic,53000
Ford,Expedition,2014,123788,Riyadh,White,Automatic,53000
Dodge,Charger,2013,166000,Jeddah,Red,Automatic,53000
Chevrolet,Caprice,2013,55183,Dammam,Silver,Automatic,53000
Cadillac,Srx,2013,139000,Jeddah,Blue,Automatic,53000
Chrysler,300C,2016,207692,Mecca,Grey,Automatic,53000
Chrysler,300,2014,30504,Riyadh,White,Automatic,52999
Ford,Taurus,2015,101451,Jeddah,White,Automatic,52900
Ford,Taurus,2015,108000,Jeddah,White,Automatic,52900
Toyota,Camry,2017,95434,Dammam,Silver,Automatic,52500
Toyota,Camry,2017,145981,Dammam,Brown,Automatic,52500
Toyota,Camry,2017,132511,Dammam,White,Automatic,52500
Mitsubishi,Pajero,2016,74000,Riyadh,White,Automatic,52500
Toyota,Camry,2017,139006,Dammam,White,Automatic,52500
Toyota,Camry,2017,93865,Dammam,Silver,Automatic,52500
Toyota,Camry,2017,142275,Dammam,Brown,Automatic,52500
Hyundai,Elantra,2018,100329,Jeddah,Silver,Automatic,52212
Hyundai,Elantra,2018,102498,Jeddah,Silver,Automatic,52212
Dodge,Charger,2016,199025,Jeddah,Black,Automatic,52000
Mazda,6,2016,112538,Jeddah,Silver,Automatic,52000
Toyota,Heise,2014,155000,Dammam,White,Manual,52000
Kia,Sorento,2015,92324,Dammam,White,Automatic,52000
Toyota,Fortuner,2015,92020,Dammam,Silver,Automatic,52000
Kia,Cadenza,2015,196600,Riyadh,White,Automatic,52000
Kia,Sportage,2017,46061,Riyadh,Red,Automatic,52000
Toyota,Hilux,2012,110882,Dammam,White,Manual,52000
Hyundai,Sonata,2017,70000,Jeddah,Dark Blue,Automatic,52000
Hyundai,Sonata,2017,71122,Jeddah,Blue,Automatic,52000
Toyota,Camry,2016,26000,Riyadh,White,Automatic,52000
Hyundai,Azera,2015,176608,Riyadh,White,Automatic,52000
Fiat,500,2016,45000,Riyadh,White,Automatic,52000
Honda,Accord,2016,204382,Jeddah,White,Automatic,52000
Ford,Edge,2012,157459,Jeddah,Silver,Automatic,52000
Ford,Explorer,2008,122487,Dammam,Black,Automatic,52000
Isuzu,D Max,2015,51776,Dammam,White,Manual,52000
Toyota,Innova,2015,104982,Jeddah,Silver,Automatic,52000
Toyota,Hilux,2016,58000,Dammam,White,Manual,52000
Toyota,Corolla,2017,51000,Jeddah,Silver,Automatic,52000
Ford,Edge,2012,157000,Jeddah,Silver,Automatic,52000
Toyota,Camry,2015,136343,Jeddah,Grey,Automatic,52000
Ford,Edge Limited,2013,179000,Riyadh,Grey,Automatic,52000
Toyota,Hilux,2014,10162,Riyadh,White,Automatic,52000
Mazda,6,2015,128033,Jeddah,White,Automatic,52000
Toyota,Camry,2015,90874,Dammam,Grey,Automatic,52000
Gmc,Yukon,2008,497134,Riyadh,Black,Automatic,52000
Chevrolet,Malibo,2015,88000,Riyadh,Black,Automatic,52000
Ford,Explorer Xlt,2015,230000,Dammam,Black,Automatic,52000
Volkswagen,Tiguan,2015,127633,Riyadh,Grey,Automatic,52000
Mazda,6,2016,109000,Jeddah,Dark Blue,Automatic,52000
Honda,Accord,2013,52500,Riyadh,Silver,Automatic,52000
Lexus,Ls,2007,188520,Dammam,Silver,Automatic,52000
Gmc,Yukon,2008,259000,Riyadh,Black,Automatic,52000
Nissan,Altima,2016,101000,Riyadh,White,Automatic,52000
Toyota,Camry,2015,130000,Jeddah,Gray,Automatic,52000
Hyundai,H1,2016,60605,Jeddah,Silver,Automatic,52000
Gmc,Sierra 1500,2011,105640,Dammam,White,Automatic,52000
Toyota,Landcruiser Pick Up,2012,238523,Dammam,Beige,Manual,52000
Toyota,Camry,2015,41856,Dammam,White,Automatic,52000
Ford,Crown Victoria,2012,134000,Jeddah,Dark Blue,Automatic,52000
Ford,Edge Sel,2014,160000,Riyadh,Gold,Automatic,52000
Dodge,Durango,2015,91495,Al Khobar,White,Automatic,52000
Chevrolet,Malibo,2017,70202,Jeddah,Silver,Automatic,52000
Gmc,Sierra 1500,2010,194898,Jeddah,White,Automatic,52000
Nissan,Patrol,2009,92912,Jeddah,White,Manual,52000
Fiat,500,2016,43027,Riyadh,White,Automatic,52000
Hyundai,H1,2016,132957,Madinah,White,Automatic,52000
Gmc,Acadia,2009,282540,Dammam,Green,Automatic,52000
Honda,Accord,2013,59389,Riyadh,Silver,Automatic,52000
Hyundai,Tucson,2016,89261,Riyadh,Gold,Automatic,52000
Toyota,Hilux,2016,50364,Dammam,White,Manual,52000
Chevrolet,Malibo,2015,89000,Jeddah,White,Automatic,52000
Ford,Explorer,2013,132367,Dammam,Silver,Automatic,52000
Mini,Cooper,2013,95000,Riyadh,White,Automatic,52000
Toyota,Camry,2016,95000,Jeddah,White,Automatic,52000
Geely,Emgrand Gs,2020,12555,Riyadh,Blue,Automatic,52000
Ford,Fusion,2015,68000,Riyadh,White,Automatic,52000
Hyundai,Sonata,2016,81000,Jeddah,Blue,Automatic,52000
Jeep,Renegade,2018,23000,Dammam,White,Automatic,52000
Gmc,Sierra 1500,2012,409796,Dammam,Black,Automatic,52000
Ford,Crown Victoria,2012,133770,Jeddah,Blue,Automatic,52000
Dodge,Durango,2014,144000,Riyadh,Silver,Automatic,52000
Isuzu,D Max,2015,50000,Dammam,White,Manual,52000
Mazda,6,2015,127000,Jeddah,White,Automatic,52000
Mini,Cooper,2013,91008,Riyadh,White,Automatic,52000
Hyundai,Sonata,2016,97000,Jeddah,White,Automatic,52000
Hyundai,Sonata,2016,86000,Jeddah,White,Automatic,52000
Toyota,Camry,2015,149895,Jeddah,White,Automatic,52000
Hyundai,H1,2016,65000,Jeddah,Silver,Automatic,52000
Volkswagen,Tiguan,2015,120000,Riyadh,Gray,Automatic,52000
Gmc,Yukon,2008,92265,Jeddah,Black,Automatic,52000
Nissan,Navara,2016,137145,Sharqiya,Green,Automatic,52000
Dodge,Charger,2013,161242,Dammam,Black,Automatic,52000
Ford,Fusion,2015,61918,Riyadh,White,Automatic,52000
Toyota,Hilux,2015,129858,Dammam,White,Manual,52000
Chevrolet,Impala,2014,119000,Jeddah,White,Automatic,52000
Hyundai,Sonata,2016,93226,Jeddah,White,Automatic,52000
Mazda,6,2016,102572,Jeddah,Blue,Automatic,52000
Toyota,Corolla,2016,204553,Dammam,White,Manual,52000
Hyundai,Sonata,2016,81164,Jeddah,White,Automatic,52000
Nissan,Patrol,2009,93000,Jeddah,White,Manual,52000
Toyota,Hilux,2016,52000,Dammam,White,Manual,52000
Mazda,6,2016,111000,Jeddah,Silver,Automatic,52000
Mitsubishi,Pajero,2016,80000,Riyadh,White,Automatic,52000
Nissan,Armada,2015,59279,Jeddah,White,Automatic,52000
Ford,Taurus,2015,94000,Jeddah,Gray,Automatic,52000
Hyundai,Sonata,2016,106539,Jeddah,Brown,Automatic,52000
Kia,Sportage,2017,32737,Riyadh,Red,Automatic,52000
Chevrolet,Malibo,2015,84112,Riyadh,Black,Automatic,52000
Chevrolet,Malibo,2017,74000,Jeddah,Silver,Automatic,52000
Hyundai,Azera,2015,176000,Riyadh,White,Automatic,52000
Toyota,Camry,2016,27659,Riyadh,White,Automatic,52000
Volkswagen,Tiguan,2014,87711,Jeddah,Brown,Automatic,52000
Chevrolet,Malibo,2015,80457,Jeddah,White,Automatic,52000
Ford,Taurus,2015,150819,Dammam,White,Automatic,52000
Nissan,X-Trail,2015,84373,Riyadh,Grey,Automatic,51999
Ford,Taurus,2013,120000,Riyadh,Silver,Automatic,51900
Ford,Taurus,2015,91729,Jeddah,Black,Automatic,51900
Ford,Edge,2013,114715,Riyadh,Gold,Automatic,51900
Ford,Taurus,2013,126705,Riyadh,Silver,Automatic,51900
Ford,Taurus,2015,90000,Jeddah,Black,Automatic,51900
Hyundai,Sonata,2016,120000,Riyadh,Silver,Automatic,51000
Mazda,6,2016,88000,Jeddah,Black,Automatic,51000
Ford,Edge,2014,121000,Jeddah,Gray,Automatic,51000
Hyundai,Sonata,2017,120000,Jeddah,Gray,Automatic,51000
Chevrolet,Avalanche,2016,197501,Jeddah,Beige,Automatic,51000
Ford,Taurus,2013,108390,Jeddah,Silver,Automatic,51000
Chevrolet,Traverse,2015,82433,Dammam,Silver,Automatic,51000
Toyota,Camry,2016,90436,Jeddah,White,Automatic,51000
Hyundai,Sonata,2016,127900,Riyadh,Silver,Automatic,51000
Nissan,Pathfinder,2016,97586,Riyadh,Blue,Automatic,51000
Nissan,Armada,2015,149000,Riyadh,Black,Automatic,51000
Honda,Odyssey,2014,433126,Dammam,White,Automatic,51000
Toyota,Innova,2013,90404,Riyadh,White,Automatic,51000
Mazda,Cx3,2018,73000,Jeddah,Black,Automatic,51000
Toyota,Camry,2016,238000,Jeddah,White,Automatic,51000
Hyundai,Elantra,2018,57000,Jeddah,Gray,Automatic,51000
Toyota,Yaris,2020,3000,Jeddah,White,Automatic,51000
Ford,Taurus,2015,84087,Dammam,White,Automatic,51000
Toyota,Corolla,2017,5201,Dammam,White,Automatic,51000
Toyota,Camry,2016,209195,Jeddah,White,Automatic,51000
Mazda,Cx3,2018,79189,Jeddah,Black,Automatic,51000
Ford,Taurus,2015,110000,Dammam,Gray,Automatic,51000
Hyundai,Creta,2017,61000,Riyadh,White,Automatic,51000
Nissan,Altima,2016,107000,Riyadh,Brown,Automatic,51000
Toyota,Land Cruiser,2005,296709,Dammam,Black,Automatic,51000
Chrysler,300,2014,50235,Riyadh,Silver,Automatic,51000
Nissan,Pathfinder,2016,94000,Riyadh,Blue,Automatic,51000
Jeep,Renegade,2015,10504,Jeddah,Red,Automatic,50529
Ford,Edge,2013,90000,Jeddah,Red,Automatic,50000
Toyota,Innova,2015,171777,Jeddah,White,Automatic,50000
